age,sleep_hours,work_hours,exercise_days,learning_hours,stress_level,current_income,monthly_expenses,savings_rate,savings_amount,burnout_risk,future_income
28,5.7273328577265294,8.582758105171695,5,4.171254676589632,5.66293292359639,19943.873381682428,16735.31012170872,16.087964451883412,3208.5632599737073,1,23612.917934307756
23,6.4107788244063295,9.597416535970064,1,5.890208509665413,8.665111715683524,58856.541709827914,24236.483154164765,58.82108861636065,34620.05855566315,1,103115.68817230391
26,6.529983634527158,7.337707909099967,4,3.40215868816247,4.069206694010359,45054.01495216078,8653.661303408166,80.79269669396436,36400.353648752614,0,133362.22755573672
25,5.7955298965404705,8.553362114221072,2,7.4122368695485665,6.699337297211241,20996.54930610109,8010.747843330115,61.84731249623773,12985.801462770974,1,120116.7758958732
22,5.7716848500521145,9.644185556809843,1,6.218350466880482,8.671727160609365,46580.0194383739,40612.18795185651,12.81199870346324,5967.831486517389,1,35230.32676951449
28,6.598745777637335,8.330220362995293,0,5.343019096389686,7.198435185715352,65523.49105079285,5652.283168247002,91.3736538184978,59871.207882545845,1,144263.62307971306
32,6.369654854012792,6.013352143187802,2,5.781881196561839,4.528239638170598,39455.2609987612,35633.65784192958,9.685915287574993,3821.603156831625,0,43066.11500628367
34,7.000477519420632,6.577023260688925,5,4.0662187661184,4.319959432292684,39966.809957941565,5000.0,87.4896194986248,34966.809957941565,0,149210.4687963619
26,5.446741279355004,10.161704648558734,2,3.7474171556247624,8.06182367233006,63520.07546564979,32555.651236307076,48.74746133777433,30964.424229342712,0,88876.83273139264
22,6.149318472121212,11.284944325885146,2,4.150555567722558,7.648432720053453,25444.2402737312,22508.987858283523,11.53601909064682,2935.252415447678,2,34080.55581290792
32,6.270783948446408,10.850566215648097,2,5.999933384519699,7.980119451973739,65913.28063931022,40855.794433640855,38.01583832974209,25057.486205669367,1,71171.30271961991
25,7.313863908123605,8.96431189948407,2,5.402029961417307,5.275042544100032,54593.66605552356,21016.066493439088,61.50457001355238,33577.59956208447,0,106873.30669202085
21,5.559586225432097,6.093734795966615,2,4.15457108061458,6.453099843720721,26136.71554029977,5000.0,80.86982278897827,21136.71554029977,0,140171.68512428776
32,6.734652005155087,8.487296886454262,4,6.499163486615311,5.149297602098715,29975.96500233827,22743.56456935998,24.127331455097874,7232.400432978291,0,47370.11816473877
30,6.752755507537887,11.624510263900843,2,4.652107155327692,7.546919520665774,32127.807494765657,26915.926786575103,16.222335461390223,5211.880708190554,2,24421.906367103205
26,8.146397242679974,9.73697676091295,2,3.613378508821664,5.215757575245275,12496.536790193648,23416.26829561853,-87.38206183647517,-10919.731505424883,0,20000.0
33,5.492910635693739,8.085044954632254,1,5.508683018597042,9.045227005647632,43907.076236063214,31901.29385187725,27.343616139771516,12005.782384185964,1,50208.27492843058
32,5.842766681882506,9.757250465682432,5,2.9739409767543243,6.905075962236389,26815.7949512822,18227.34281553132,32.02758729082624,8588.452135750882,0,50436.36701662163
29,5.562644317776679,5.96120958676879,1,1.6255525001285975,5.2087639494243625,44448.269821469585,9839.162049452723,77.8637906740294,34609.10777201686,0,116457.28908966832
21,4.8302208279315995,7.108657244303596,0,4.989790848869472,9.60709399968199,20635.85124512175,13004.213388229315,36.982423289645155,7631.637856892436,2,66748.1576338791
31,8.264686934262718,6.33161721795535,3,3.6851724125782326,3.9176787195147926,53845.19855341749,18810.79186564555,65.06505246334233,35034.40668777194,0,93862.05899655611
31,5.2584987690508775,9.439143636696866,3,4.491691294660301,8.418587951142591,51064.38895195753,18707.816605019754,63.364260321179074,32356.572346937777,1,102227.17623207535
30,5.683694590945154,9.928206999440185,2,3.0665341637111005,9.168319795026688,29411.814789096774,53873.46829603925,-83.16948030017731,-24461.65350694248,2,20000.0
32,7.8157665082821595,8.192347945603267,2,7.417864279405141,5.29543750143027,45394.73736823174,40061.26499899701,11.749098416344658,5333.4723692347325,1,46872.20742258608
32,4.746892953061785,6.754140646520868,4,3.6770145121437237,7.250261051810605,41243.8083896437,33240.51045218279,19.40484705449882,8003.297937460913,1,33484.49737388261
34,7.256351569287381,8.460501812930746,1,4.13600124365838,6.009427397321645,62234.492292293675,30352.150128742454,51.22937616942546,31882.34216355122,1,88015.48551576065
34,5.0869756546582225,7.526840218652385,4,5.755766535166469,7.524024772877147,24512.815481576916,28597.266827225638,-16.66251413966899,-4084.451345648722,1,20000.0
34,7.746694736529587,6.9076585906125105,3,2.246771403354634,4.425248113817224,37715.5303225878,28660.00654251674,24.01006615210635,9055.52378007106,0,38605.11159118837
23,4.3301223129591415,9.177987370618492,2,2.0989004535025915,7.88190971791421,30389.745449383405,26959.43263696159,11.287731310995289,3430.3128124218165,2,29012.389566177593
32,4.746530583749337,6.984015554962653,2,5.761905671386826,8.781862161662534,40672.272956502515,25481.428989238942,37.349385374920196,15190.843967263572,1,62968.86230989524
27,5.955077765041091,5.3673005340718145,1,4.110104739075661,6.099667853224432,47999.104041753904,5000.0,89.5831388943207,42999.104041753904,1,150390.6306969468
24,7.471822690172735,5.811771059273626,4,3.197009786211688,3.16594013044623,30222.889328894365,20570.472723130075,31.937438213546876,9652.41660576429,0,61814.12088587141
29,6.469041749363426,5.293479066368101,2,6.20674634589464,4.735030323177387,34538.40667916181,22116.390338221026,35.9658059977486,12422.016340940783,0,74256.77845685068
23,6.164284927113429,8.995023833152409,2,3.376156681784014,6.963863370534534,54490.61197086044,16012.322832759455,70.61452926731259,38478.28913810098,1,130246.88587591173
25,7.846044207464717,8.800810876352328,3,4.450975400902151,5.283996545785272,60359.869928896645,18326.83676525437,69.637381944588,42033.03316364228,0,126816.03488457679
23,8.655239538433072,8.701040189016323,5,3.2077390640549743,2.2077005609097875,47402.74052804318,28608.988206169546,39.64697423085773,18793.75232187363,0,75554.34521185774
27,7.172257284413773,9.675463304959885,2,5.6068743724996475,5.0968616935837225,37930.55351885261,34211.08092339952,9.806006636851231,3719.472595453095,1,38326.137339926005
25,5.8771454968987165,10.883917712234233,5,7.664152385433548,6.000347820118778,36503.54618444276,28590.83754302129,21.676547811110318,7912.708641421472,1,50930.88542915574
29,6.0818569659907284,7.315466938349769,2,1.2779201413357706,6.957594354024192,48221.89493090935,33909.33086376348,29.680633844133286,14312.564067145875,1,39947.904906540774
27,5.211552620242675,9.312954954476837,0,5.225315377501292,9.282986710432482,43416.50502107308,34121.29636977628,21.40938946325868,9295.208651296794,2,34821.977877448204
22,6.600817422254052,5.340768985188246,1,6.713176883772701,6.682760194917048,15265.362431630452,21403.53287766576,-40.20979176568234,-6138.170446035307,1,20000.0
24,4.870407014023673,11.2574194925267,2,4.157044505388454,9.693389999494656,48585.77848461854,31303.689550025807,35.570262479305455,17282.08893459273,2,60085.339168177146
29,7.051863655309501,6.0103375235636864,1,2.7379152514082294,6.295818214708539,27091.45315866157,5000.0,81.54399481372442,22091.45315866157,0,128943.84460141454
32,8.505574045639953,7.079837761919125,0,5.841927054254807,4.3415302272695175,18745.95387286522,20388.09727769473,-8.759988507208034,-1642.1434048295123,1,20000.0
34,7.21759157979305,7.304580972533815,5,7.0033070067542,3.4995566970716383,14974.826678369114,18977.7809264044,-26.731222564448686,-4002.9542480352866,0,20000.0
22,6.030852279805066,5.447458006555576,4,6.781044355290938,4.702400881406329,36758.434432250215,43375.92162777079,-18.002636123465273,-6617.4871955205745,0,20000.0
30,7.02693741263179,8.565151154817123,3,5.731818675829655,5.608661182729634,24752.134567260964,29045.047512804173,-17.343607008428833,-4292.9129455432085,1,20000.0
29,8.120533445165877,8.927807736402963,1,5.195827475217284,5.603005391402898,10000.0,8986.551026165005,10.134489738349949,1013.4489738349948,1,23895.06353042456
30,8.070494635261138,8.121172658036901,1,3.2019748892313977,4.617977141249115,34623.16739744784,32135.00565730669,7.186407042368279,2488.1617401411495,1,20000.0
25,5.496242108436629,5.4195047359378465,0,6.730489900687884,5.627948213666345,32641.437476712013,35917.400141213955,-10.036208322134014,-3275.9626645019416,1,20000.0
22,7.010296389582323,12.466772469703423,3,6.619913626705015,8.354106417257883,37751.4832801243,23924.032941524394,36.62756834214218,13827.450338599909,2,79544.31590683396
24,6.341898509929801,9.598461593003297,5,2.723883362689466,6.47659264092956,30566.530689364343,33283.07114947364,-8.887303854390382,-2716.540460109296,1,20000.0
32,7.306593247913686,13.0,2,5.728959455692983,7.5795375290125975,67439.94495290917,5000.0,92.5859963208877,62439.944952909165,1,136810.82719863666
32,6.883613953816771,6.889781520227415,1,6.3056477510395705,6.440160594099773,47760.059420254605,5000.0,89.53100129963502,42760.059420254605,0,139357.7997768943
27,4.130278590515553,10.415764456353953,2,6.764227544151013,9.911157628191486,32505.80014567784,10855.969164429736,66.60297818919184,21649.830981248102,2,105801.58817322757
32,6.151986913703161,10.058547774788327,2,4.850020761745559,8.983458725483334,39045.59743828956,26788.47640749997,31.391813251574945,12257.121030789589,1,52261.74948318994
33,6.698558362896292,7.9188497938052755,2,3.284864851707712,4.948606940680977,61219.640012430216,43385.96523530256,29.130642998728273,17833.674777127657,1,46663.20315091602
28,5.065635032841154,11.322101802118448,3,3.99576764027191,8.968689526655314,54349.34217603237,11482.86773340693,78.87211275489774,42866.47444262544,1,105212.06409504324
23,7.081022009865985,7.689179984772443,3,2.985500283088077,5.057021248071291,19056.822784374515,14755.871100544755,22.569091041536527,4300.95168382976,0,63257.95366629075
34,4.97598475827297,7.778217161150786,1,4.897878669770035,8.5742397811586,25385.641587600556,26063.276688696984,-2.6693636982073143,-677.6351010964281,2,20000.0
21,5.7015609525829465,4.0,0,4.506229206862619,7.835576858298854,28272.296889649893,19092.17446025158,32.47038068830918,9180.122429398314,1,65302.72358365635
24,7.841311919700135,9.318056107485274,5,9.290072841537414,4.193998963904016,33404.500735962865,18409.710768438115,44.88853189588775,14994.78996752475,0,111612.07561629232
22,5.616222211135732,5.848980176635187,1,6.789354284876263,7.551400057040063,31068.651956859365,19942.30195082449,35.812142803892684,11126.350006034874,1,73014.53543647019
28,7.073966959201676,7.398557608608978,0,6.939096133778194,6.477495580027042,40510.13882291616,40777.46189822821,-0.6598917779092617,-267.3230753120515,1,25931.233233487066
24,4.7464262820913135,6.4475607225099445,1,5.942704981655457,9.048267022538246,51035.819665283314,38393.61146485746,24.77124553566367,12642.208200425855,2,45765.73434996231
22,8.58131465676514,7.767536921363477,0,4.265364706662964,6.055302135116868,53539.90434073728,25281.63186751139,52.77983369821754,28258.27247322589,1,98489.41631920585
34,6.195446361512743,9.38776046043487,2,4.449220082363852,7.165118874196689,35098.03985651064,44853.76328703573,-27.795636082268043,-9755.72343052509,1,20000.0
26,6.595320806947719,8.522283126097514,4,4.632261400366759,5.2605196952976945,15479.597218684059,31108.340248815704,-100.96349930389381,-15628.743030131645,1,20000.0
26,6.679036796548965,9.919282581011615,2,5.376466545402268,7.767565133386521,24393.850871923874,38846.72961446189,-59.24804090350724,-14452.878742538014,1,20000.0
30,7.107566864331359,11.031259071171263,2,5.778339620446896,6.752656631649665,32203.378155549548,14673.441129416455,54.435087342264396,17529.93702613309,0,83502.97699554228
24,4.980820017013823,7.762408126644329,3,5.001417255361043,7.591016641939554,21324.483111229638,17155.875355023305,19.54845861661759,4168.607756206333,2,50176.358178714225
26,6.494663529163336,7.542865515967772,2,4.418803045313734,5.920972650890673,57112.8848005242,17027.412502048377,70.18639040643926,40085.47229847583,0,133170.07043989483
33,5.841231174218644,10.41545530732402,4,3.811768739024031,7.7345991276001795,22306.88412128908,23959.333010301998,-7.407797879919347,-1652.4488890129178,1,20000.0
22,4.81044277392173,10.574094577479858,4,2.214702484433493,8.315586939155779,49255.94567102805,25718.958845095134,47.78506737670287,23536.986825932916,1,75223.54158930473
30,7.48712220012871,9.981181736206095,0,7.566758330093302,6.8108874905838706,14771.794674661927,28890.127703163947,-95.57628805062672,-14118.33302850202,2,20000.0
32,6.147827016400409,6.595642386521301,4,9.411059136530827,6.255301084263853,49858.016519440804,48677.25841698286,2.3682412275617426,1180.7581024579413,1,25524.260901087626
22,6.742520425612519,9.345310131003208,2,7.398673561856501,7.169690877132466,37910.969399986214,33655.33755098858,11.225331128038052,4255.631848997633,1,38088.81238175205
30,6.679845418728059,8.718941208094577,5,2.4818687481385076,5.1260398100003695,62687.96053453826,18822.49960600412,69.97429897941286,43865.46092853414,0,104465.17816551011
34,6.165147727623887,10.605057882699327,2,6.5740331392817835,8.557369958946582,23026.56090180505,24960.707451330116,-8.399632744868338,-1934.1465495250668,1,20000.0
24,8.47502735363078,7.354255820924503,5,7.047552603241632,1.0309132239348386,31538.27799082608,43059.30626938246,-36.5303022628808,-11521.02827855638,0,20000.0
34,6.45273534737099,5.166779417700168,4,4.193124602757284,6.220839186245154,34443.510978843406,34382.55811124946,0.1769647340289536,60.952867593943665,1,20000.0
28,4.942047682323333,9.880473600760546,1,5.977854479278058,9.522876881942599,37712.49894774532,42901.385961088716,-13.759064390119441,-5188.887013343396,2,20000.0
34,6.099618639816682,4.0,2,4.087393934954761,2.937208450301993,34810.28753646264,19207.800836231807,44.821481821681985,15602.486700230831,0,84082.39210367882
27,6.999737620112111,7.0369731922073395,5,8.05785798962748,5.215843502250515,35099.8215113652,16460.06153708433,53.104999318145765,18639.759974280867,0,97189.23904473173
32,7.0325951093705505,6.453608977363411,4,5.730741844430628,3.4428208766282804,34854.06184921505,16635.46358368693,52.27109065320724,18218.598265528122,0,92695.2387291523
29,5.412219064738238,6.440130658188506,0,3.165689017257903,8.851559617632146,10000.0,20176.162106366377,-101.76162106366378,-10176.162106366377,2,20000.0
34,7.42948250734477,7.001937058089808,3,6.339616196018676,4.693053509412783,54900.01752411652,12240.603882754078,77.70382518115406,42659.413641362444,0,135880.29521386753
28,4.73713307112896,10.93474713950326,2,7.117561346980494,8.159825673783685,82917.04851450527,28542.31674050104,65.5772639621779,54374.73177400423,2,120192.25562408933
25,7.644135202616418,10.141110838012747,0,5.396263302271751,7.68768192499514,44474.06656901482,28748.646920939736,35.35862776045539,15725.419648075087,1,71159.45834428992
33,5.180652110862594,7.99653863601499,2,5.958883383486537,8.005326655272825,22963.737282125592,41065.33564505275,-78.82688318776839,-18101.598362927158,2,20000.0
22,6.273754780991323,10.7672469437181,1,4.860493141542404,9.761640160254599,24481.92053727569,5000.0,79.57676566923294,19481.92053727569,1,131955.4584243917
25,7.5645686780267,6.375405689667252,4,2.731439093707533,4.145298037195343,49197.610028373514,13670.469322450956,72.21314345439373,35527.14070592256,0,117723.68419511472
28,6.619605668887069,6.103433228505684,2,4.696532483158984,4.192699298310682,45782.04213772365,34666.96569436872,24.278245190369713,11115.076443354927,0,60663.981137378665
30,7.31669851771357,10.227193318493182,4,6.046079265927116,6.799167414151533,35735.648341699925,27201.677424538808,23.880834161899976,8533.970917161118,1,48249.0074242259
29,7.118661959709932,9.659286458645294,0,4.743946264033524,7.296916836812392,51301.06556318778,25537.629476655275,50.220079843759876,25763.436086532507,1,84808.41942631624
32,7.7862686134046015,7.579473196833353,2,6.601530853479182,6.72373329386701,10000.0,40166.246078921446,-301.66246078921444,-30166.246078921446,1,20000.0
32,7.562209850913712,6.2290782126037385,1,4.215636877604831,4.6975493680378,51310.93190846685,12880.54956788608,74.89706561778378,38430.38234058077,0,120190.71116960204
32,6.046255691463558,11.41946375007588,1,4.346818345098345,8.952184825781126,43566.41746892339,16255.24728815173,62.68858393108211,27311.17018077166,2,95950.01923425258
33,7.1329416337934655,5.0597948981043634,0,6.662239995987809,4.575035482684964,25060.780138251514,14841.857866676668,40.77655290537902,10218.922271574846,0,77798.13444634763
29,4.9734481383022535,7.303148129312879,1,5.44370503360609,7.679527890680012,18500.14107428973,5000.0,72.97317906970629,13500.141074289731,1,121160.85356997246
33,6.442095092662215,8.957153055035795,3,4.176556837688817,5.7735407515235675,41819.90924118441,26593.810400995182,36.40873238719157,15226.098840189228,0,59177.66810121392
33,7.31848473463854,12.104329616862891,1,7.067610752017249,9.410128899159178,61108.57205151646,18725.768955564556,69.35655943690169,42382.8030959519,2,111198.17055254799
21,6.633847654246,9.26620042414644,2,3.6225285640989444,5.6677442582727675,36578.60152004449,16205.190298098669,55.69762203943613,20373.41122194582,0,95037.43535391723
29,6.946639731517086,9.460609306026598,2,3.5461020819653024,7.588244557233855,27209.724756507407,14038.898484192368,48.40484933301333,13170.826272315038,1,76235.58711668718
27,6.286727624034208,7.3612325997037455,4,0.0,6.222548797335396,42869.32390204379,24787.039690979276,42.180007905845336,18082.284211064514,0,66970.8199528863
29,7.629069437535143,9.636960450549196,5,3.8920629028451055,6.06695831068603,67313.0771518521,15417.525825294868,77.095794045317,51895.55132655724,0,130067.60259844767
28,6.419584226291008,8.710618641758174,2,7.617433357844565,6.979486623028015,46469.497195955744,27658.810331298868,40.47964363663048,18810.686864656876,1,71596.77223089934
21,6.034549817595947,5.323070919164884,2,0.8554146276551222,4.600291883912212,48091.02982314112,30510.16200801836,36.557478348411145,17580.86781512276,0,59624.096316079944
32,7.386517412569054,10.085869706986214,1,3.096159719541565,6.984659393564091,58341.97953955834,21465.068314000055,63.208193339676065,36876.91122555829,1,91120.90154967306
28,5.09484007763554,10.440786779693703,5,5.87813711178034,8.220251842192123,47088.36099075734,20650.388322886894,56.14545104481292,26437.972667870446,0,85791.63603715628
28,7.001033343517345,10.106730097642325,0,0.5102664522145446,8.137061643803955,28285.454392597687,27225.892003821882,3.745962055511799,1059.5623887758047,2,20000.0
31,5.457515125772861,8.566655851331603,1,3.9786027729804707,8.692540552078754,13831.525721529459,24653.80335838878,-78.24355645750568,-10822.277636859322,2,20000.0
23,7.777926829238165,6.587646233700705,1,7.281726431221493,6.381182423503555,26175.203203326062,40961.91226425674,-56.49128660461265,-14786.709060930676,1,20000.0
21,6.238972746753205,4.0,2,9.086051603697978,5.343030607675412,23429.10542353488,28819.186450722456,-23.005919047054878,-5390.081027187578,1,20000.0
28,6.634984720819689,8.814107210802902,1,5.580493131334065,7.470510413112618,49889.62179266991,38147.032003291715,23.53713932364083,11742.589789378195,1,43477.25616538917
23,6.9125703966441225,10.663884119481699,4,3.1470659635177656,4.5750100008760395,51975.220770236614,32326.132028308166,37.80472396411717,19649.088741928448,0,65161.82344123666
23,4.570315403685843,10.491064938166161,1,3.0797425227034347,9.391366480742521,42633.58092573232,9178.98231848333,78.47006486630079,33454.59860724899,2,119628.60920280324
21,5.8494151584431435,10.132145686787696,3,5.289815938661808,7.311982566756515,20969.620347352404,18300.821490332215,12.726977469371054,2668.7988570201887,1,44348.377820724214
31,7.5435459092865536,8.351578042901219,1,5.561926642330198,4.155129932709601,66798.95535890044,24422.830923488105,63.43830409881709,42376.124435412334,0,118733.8475065038
25,7.367765024170889,10.674928348062995,0,8.715857520116497,6.860430563393441,33756.84679240617,35421.33172715118,-4.930806911501712,-1664.4849347450072,2,47155.617294572876
30,6.783032205395216,10.348323647711805,5,6.941609705074406,5.622677057263922,49052.21515452305,48133.75596926286,1.8724112302918192,918.4591852601952,0,20000.0
27,5.150536428574476,7.654732878556883,1,5.1682129757769815,8.071111986002869,40739.87255049339,19190.234429353477,52.8956935111446,21549.638121139913,1,92564.04720019666
30,7.085503460858579,9.853196033231695,4,4.329585493481162,6.346904821400928,43129.95224874872,25663.073179440118,40.498257379395426,17466.8790693086,0,64897.66610881027
29,7.213399590205446,7.428081709181416,2,11.02942341860442,5.295348670333869,48522.760050105964,34598.93538026064,28.695450661642475,13923.824669845322,1,85374.17050054483
32,6.547017213123745,9.580048463233844,0,6.25318959999179,8.491047661388983,29559.697575985723,24306.069900329305,17.772941222255472,5253.627675656418,2,48755.33226364015
27,7.723170950591458,5.901766711397865,5,3.66249657284491,2.3099229560284096,59581.0363939775,44729.16133422953,24.92718482025131,14851.875059747967,0,62317.80864196966
29,5.816568209869877,6.0555763826541575,1,4.550754152817045,6.753233211010676,16307.418743690905,8826.55629744989,45.87398265672946,7480.862446241015,1,69846.68811380932
28,5.990142422500025,10.616414093887816,4,3.2450905199937994,7.769037435195591,24421.65540946173,33136.23898560391,-35.68383645592619,-8714.583576142177,1,20000.0
32,4.015388420914185,10.37512024440953,1,0.19090094829922055,10.0,59386.44061505624,33018.55905323365,44.40050841359491,26367.881561822593,2,33457.560067683095
22,7.419827510147663,9.767223081151663,4,5.625301982414645,4.949141222326955,48850.071416567065,38824.46437976476,20.523218791860785,10025.607036802307,0,37348.39877534766
21,6.813861963470134,8.67593764210566,0,8.56490843311463,7.668288849091625,78105.86646522151,25744.616185875933,67.03881878406747,52361.25027934558,1,131488.87972077902
27,4.818179674866771,4.0,2,1.738885595505392,7.050947862351423,41025.256654796955,35698.25462086996,12.984689111759959,5327.002033926998,1,25216.122118658357
27,4.741401000005853,8.35024812358702,4,5.110525191758035,5.99412945395744,65506.43944688639,22010.32904512526,66.399747519522,43496.11040176113,1,118839.03796254408
34,5.627369372628989,9.408366334379677,5,3.586190441724806,8.57463991958798,12137.818260048949,15383.30475684893,-26.73863150087149,-3245.48649679998,1,20000.0
28,7.293657941980354,7.430533504880817,5,6.043005051139705,5.100639563052002,18797.27540204208,13633.563866085946,27.47053190163487,5163.711535956134,0,63051.15479460672
25,6.199639511911371,7.075011614383525,4,4.655339686550868,3.626377809915451,53432.88306125461,7703.17375149492,85.58345851811117,45729.70930975969,0,148888.92129722648
23,5.6952130833396755,11.388840776307383,4,2.279890691164798,8.370589146417455,13894.482615782723,19703.694501821778,-41.8094868781971,-5809.211886039055,1,20000.0
32,5.493884106916504,8.379422017216777,1,3.0377925721005288,7.6313734678277685,37039.48589485766,28737.860524684762,22.412906576884872,8301.625370172897,1,30514.721766145594
28,5.449088042171813,9.409590339284762,1,3.3393989360315848,8.358359095552457,57508.13625470738,22502.414846988937,60.87090225403197,35005.72140771845,1,98057.21736279319
26,4.566321698892439,10.048262923238731,1,7.688636415974416,10.0,47517.56896733002,27375.59319968266,42.388481156297516,20141.975767647364,2,86929.07655371736
31,5.292604168353625,6.497125846989844,2,7.5865185538603015,8.006358291015736,40166.42830479369,39818.54820863605,0.8660966653988591,347.8800961576417,1,20000.0
23,5.429421920322833,8.886414845428387,2,4.377304225774605,7.547912560218076,33263.38796756027,18790.161420091652,43.510981387654994,14473.226547468621,1,82779.59820625212
21,7.182623236457146,11.139288988954599,2,7.455606866902693,6.934573052236546,43033.38811887947,53083.557976543685,-23.354354135213995,-10050.169857664216,2,20000.0
23,6.334276946853385,12.138446366599442,1,4.653632321207652,9.607112998812445,48658.72558563295,34062.91598788687,29.99628416502479,14595.809597746083,2,65487.92718574726
25,5.674415156982539,8.579872794429381,3,4.346674483099626,7.687477562204651,30086.584945207258,22636.89132909718,24.76084816431385,7449.693616110078,0,42438.69876079214
34,8.809722755406186,8.02411290530585,1,5.1142356811023495,3.6952023254426583,45576.04042018071,22364.774869293113,50.9286575509746,23211.265550887598,0,109168.73192442246
23,5.836103086453335,9.038048136275066,2,5.5696505572472725,9.406593883376154,56176.46116298066,12902.440518677802,77.0323009823547,43274.02064430286,1,136528.02328877128
21,7.667102914383636,8.987274094055042,2,3.889110414269997,5.183219805484063,36662.82800050212,24691.39642135477,32.652777300712856,11971.431579147353,0,71563.16442098122
25,8.121108557787716,11.273516132262307,4,5.043731484364446,6.480323748029857,41021.84275210978,5000.0,87.8113715412191,36021.84275210978,0,148153.56328332206
30,4.930039662342657,6.507216621665865,3,6.574645011293047,7.275273298380954,47256.68251004167,40069.194103222704,15.209464619721624,7187.488406818964,1,45023.875559967906
27,6.573962964073568,7.940253827667957,3,5.259079278412094,6.502487871768698,48270.01324134616,5000.0,89.64160217856083,43270.01324134616,0,151388.02168859108
34,5.9824663490917755,6.265717346246979,1,5.08556580424864,6.0264409077904455,53176.80359497659,25501.011680414184,52.04485798987895,27675.791914562407,0,87513.82403391885
27,5.901075603440664,6.475810228404846,2,5.98836042856159,4.61297929195172,24784.37566027075,11272.131984119538,54.5192013765805,13512.243676151213,0,103441.41428707476
31,7.055376816806908,9.253148030278249,0,6.333412121717219,7.549795700423018,32066.162464220346,16585.856176916284,48.27614250559947,15480.306287304062,1,94438.40633193479
29,5.877129503576716,10.119715683274054,2,4.874768362774155,8.165448201999014,32621.81961925519,18134.176804929466,44.410897317862435,14487.642814325725,1,82688.04071383004
30,6.00403095367353,7.20121661251251,2,4.051637885843703,5.638555444897437,26441.317522559846,48107.51352954333,-81.94068237521746,-21666.196006983482,0,20000.0
30,6.331885104374706,10.04418957795058,0,5.37840660694847,9.608152876162695,13023.791179632779,11760.991534355922,9.696098684779916,1262.7996452768566,2,20000.0
32,6.126600731623431,10.723157314263936,1,1.8120725403534013,8.683448487322098,10000.0,35971.11453752947,-259.71114537529473,-25971.114537529473,2,20000.0
33,5.326429792987875,12.36941199686678,5,4.57935600899229,7.549203543503064,57931.79067629471,38924.8219512081,32.809220124563026,19006.96872508661,1,48689.83625917454
23,7.2959065048474745,8.639493697682099,5,0.05688018337147849,5.108911688377656,16691.604933286857,5000.0,70.04482181321664,11691.604933286857,0,103288.29551801151
27,7.5485309385076,7.2204709451117335,2,1.6484164331269988,5.673324535160977,63497.63690058862,17615.76679886279,72.25760255229356,45881.87010172583,0,110634.60114321305
